Poste/ Caio (Margo);01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
W1 - Menstruada;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
xRock;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
Bolacha;01/01/2014;Member;Desconhecido - Muito tempo atrás;retorno2025;FALSE
JUSTE;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
HOPE;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
Ankou;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
Hadysz;01/01/2014;Member;Desconhecido - Muito tempo atrás;retorno2025;FALSE
WeeL;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
xHenrikezinhO;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
Ignorancia;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
iRock;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
Tiger;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
Hundai;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
zRed;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
Djocy;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
KakarotoBR;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
Medeiros26;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
Banderusca;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
OsamaBinladen;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
K R A T O S;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
Shoryuken;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
Arcanjo - Matheus;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
Arcanjo - Lorran;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
AnjoNegro;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
ExplozioN;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
Vinlastus;01/01/2014;Member;Desconhecido - Muito tempo atrás;retorno2025;FALSE
Deco;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
Sizx;01/01/2014;Member;Desconhecido - Muito tempo atrás;;FALSE
MissClavel;01/01/2015;Member;;;FALSE
Psyzin;01/01/2015;Member;;;FALSE
Daimon;01/01/2015;Member;;;FALSE
XxKaosX;01/01/2015;Member;;;FALSE
Beacon;01/01/2015;Member;;;FALSE
Dupe;01/01/2015;Member;;retorno2025;FALSE
BREK444 - Junior;01/01/2015;Member;;retorno2025;FALSE
TiuBuuuh;01/01/2015;Member;;retorno2025;FALSE
Yahweh;01/01/2015;Member;;;FALSE
Natsu;01/01/2015;Member;;;FALSE
Netinho - Atropelador de poste;01/01/2015;Member;;;FALSE
xNino;01/01/2015;Member;;;FALSE
xBlackOwneD;01/01/2015;Member;;;FALSE
Matrix;01/01/2015;Member;;;FALSE
EvilForce;01/01/2015;Member;;;FALSE
V4STL0RD;01/01/2015;Member;;;FALSE
DoubleDash;01/01/2015;Member;;staff;FALSE
TristeFim;01/01/2015;Member;;retorno2025;FALSE
FrangoEmocionado;01/01/2015;Member;;;FALSE
DeviLJack;01/01/2015;Member;;;FALSE
Angicia;01/01/2015;Member;;retorno2025;FALSE
BrunaSurfistinha;01/01/2015;Member;;;FALSE
Brux4;01/01/2015;Officer;;staff;FALSE
Kymimaro;01/01/2015;Member;;;FALSE
KaMaSuTrA;01/01/2015;Member;;;FALSE
FireFox - FurePneu;01/01/2014;Member;;;FALSE
ItsOver;01/01/2015;Member;;;FALSE
Lepoli;01/01/2015;Member;;retorno2025;FALSE
Perfect;01/01/2015;Member;;;FALSE
Mizinha;01/01/2015;Member;;;FALSE
Lionel;01/01/2015;Member;;;FALSE
Marcone;01/01/2015;Member;;;FALSE
StraddeX;01/01/2015;Member;;retorno2025;FALSE
xBacon;01/01/2015;Member;;;FALSE
Sk0L;01/01/2015;Member;;retorno2025;FALSE
xSyS - Gabriel;01/01/2015;Member;;;FALSE
xSyS²;01/01/2015;Member;;;FALSE
MyEasy;01/01/2015;Member;;;FALSE
Malandr0;01/01/2015;Member;;;FALSE
zGoDxRazan;01/01/2015;Member;;;FALSE
xCriticHit;01/01/2015;Member;;;FALSE
Rozinha;01/01/2015;Member;;;FALSE
zeca [naru];01/01/2015;Member;;;FALSE
xCross ~~;01/01/2015;Member;;;FALSE
CheteJr;01/01/2015;Member;;;FALSE
DanteInferno;01/01/2015;Member;;;FALSE
PokoPika;01/01/2015;Member;;;FALSE
KilluaOwneD;01/01/2015;Member;;;FALSE
Mika;01/01/2015;Member;;retorno2025;FALSE
Lavinia;01/01/2015;Member;;;FALSE
Dkz;01/01/2015;Member;;;FALSE
xLyan;01/01/2015;Member;;;FALSE
Cyrus;01/01/2015;Member;;;FALSE
Lucas MaryLuuh;01/01/2015;Member;;;FALSE
Biscoito;01/01/2015;Member;;;FALSE
MsJee (PH Member);01/01/2015;Member;;;FALSE
xYtachY;01/01/2015;Member;;retorno2025;FALSE
Borges;01/01/2015;Member;;;FALSE
Whisky;01/01/2015;Member;;;FALSE
NashHandsome (PH Member);01/01/2015;Member;;;FALSE
Mittologico;01/01/2015;Member;;retorno2025;FALSE
Kilua - Tchau;01/01/2015;Member;;;FALSE
BobKatarro - MANINHO;01/01/2015;Member;;;FALSE
PATRICKYSTRELA;01/01/2015;Member;;;FALSE
Akillers;01/01/2015;Member;;;FALSE
xFaceDeath;01/01/2015;Member;;;FALSE
SIRIUS;01/01/2015;Member;;;FALSE
KEKTOP;01/01/2015;Officer;;"retorno2025,staff";FALSE
Nefertari;01/01/2015;Officer;;"retorno2025,staff";FALSE
Notorios;01/01/2015;Member;;;FALSE
X4L3K - Alek;01/01/2015;Member;;retorno2025;FALSE
BlackNipples;01/01/2015;Member;;retorno2025;FALSE
iTurncoat / 4AM;01/01/2016;Member;;;FALSE
InHell;01/01/2016;Member;;;FALSE
Snow (PH Member);01/01/2016;Member;;;FALSE
Hana;01/01/2016;Member;;;FALSE
Orochimaro (Maléfica);01/01/2016;Member;;;FALSE
Nurse - Gelo;01/01/2016;Officer;;"retorno2025,staff";FALSE
TitioAvo;01/01/2016;Member;;;FALSE
Brabo - ExoticO;01/01/2016;Member;;"staff,retorno2025";FALSE
Aninha - Ana;01/01/2016;Member;;;FALSE
RR;01/01/2016;Member;;retorno2025;FALSE
Igao;01/01/2016;Member;;;FALSE
Ozuno/Malakay;01/01/2016;Member;;;FALSE
xLiipeCAFA;01/01/2016;Member;;retorno2025;FALSE
Yay;01/01/2016;Member;;;FALSE
CharlesJr/Mauzinho/iLoveR;01/01/2016;Member;;;FALSE
Tanathus;01/01/2016;Member;;;FALSE
xPeke (PH Friend);01/01/2016;Member;;;FALSE
iGeloo;01/01/2016;Member;;;FALSE
Megazord - Aniki;01/01/2016;Member;;;FALSE
Froztie (PH Member);01/01/2016;Member;;;FALSE
McDreka - Drekinha;01/01/2016;Member;;;FALSE
HOMER;01/01/2016;Member;;;FALSE
Menstruada W1;01/01/2016;Member;;;FALSE
Shablaw;01/01/2016;Member;;;FALSE
HolandesVoador;01/01/2016;Member;;;FALSE
Deco;01/01/2016;Member;;;FALSE
Apocalipse (maceiódimaceió);01/01/2016;Member;;;FALSE
FoxMiller;01/01/2016;Member;;;FALSE
Down - Markinhos;01/01/2016;Member;;;FALSE
Calel;01/01/2016;Member;;;FALSE
CloneX;01/01/2016;Member;;;FALSE
BUGGY;01/01/2016;Member;;;FALSE
Deejay Antraz;01/01/2016;Member;;;FALSE
Joker;01/01/2016;Member;;;FALSE
DarkWish;01/01/2016;Member;;;FALSE
xXRojaoxD;01/01/2016;Member;;;FALSE
JvBeernardo;01/01/2016;Member;;;FALSE
Nightmare;01/01/2016;Member;;;FALSE
Coringa;01/01/2016;Member;;;FALSE
Neto;01/01/2016;Member;;;FALSE
Shiole;01/01/2016;Member;;retorno2025;FALSE
YunnoMi;01/01/2016;Member;;;FALSE
WR4i20;01/01/2016;Member;;retorno2025;FALSE
Prostituta;01/01/2017;Member;;;FALSE
Xunda;01/01/2017;Member;;staff;FALSE
Skazin;01/01/2017;Member;;;FALSE
JBL;01/01/2017;Member;;;FALSE
xRoque;01/01/2017;Member;;retorno2025;FALSE
DaniloSanshes;01/01/2017;Member;;;FALSE
MotherFckerJones (US Member);01/01/2017;Member;;;FALSE
xGraant - DollaSign;01/01/2017;Member;;;FALSE
SteeLiX;01/01/2017;Member;;;FALSE
HewDrapper;01/01/2017;Member;;;FALSE
Viper;01/01/2017;Member;;"staff,retorno2025";FALSE
zVamosDançar;01/01/2017;Member;;;FALSE
StronG;01/01/2017;Member;;;FALSE
FANTASTICO;01/01/2017;Member;;retorno2025;FALSE
CataliXo - Catalyst;01/01/2017;Member;;;FALSE
Fraps (Member Russian);01/01/2017;Member;;;FALSE
Proff;01/01/2017;Member;;retorno2025;FALSE
DalleDone;01/01/2017;Member;;;FALSE
HellTraM;01/01/2017;Member;;;FALSE
Rukia;01/01/2017;Member;;staff;FALSE
Flinston;01/01/2017;Member;;;FALSE
iCritical;01/01/2017;Member;;;FALSE
Tradition;01/01/2017;Member;;;FALSE
Artery - iHell;01/01/2017;Member;;;FALSE
SPB (Member Russian);01/01/2017;Member;;;FALSE
Uchiha / Bruxa;01/01/2018;Member;;;FALSE
xReD / iCaraca;01/01/2018;Member;;retorno2025;FALSE
MATADORA / SAVITAR;01/01/2018;Member;;retorno2025;FALSE
AxN;01/01/2018;Member;;;FALSE
SuperPinG;01/01/2018;Member;;retorno2025;FALSE
Itashi;01/01/2018;Member;;;FALSE
TonyBenks - BellaMa;01/01/2018;Member;;;FALSE
Ludugero;01/01/2018;Member;;retorno2025;FALSE
Oheey;01/01/2018;Member;;;FALSE
xTODYx;01/01/2018;Member;;retorno2025;FALSE
Soneca;01/01/2018;Member;;;FALSE
xShelby;01/01/2018;Member;;retorno2025;FALSE
Moreto;01/01/2018;Member;;;FALSE
Foquis;01/01/2018;Member;;;FALSE
Bianca;01/01/2018;Member;;;FALSE
MORTE;01/01/2018;Member;;;FALSE
OmegaRox;01/01/2018;Member;;;FALSE
RAIOX;01/01/2018;Member;;retorno2025;FALSE
JoyBR;01/01/2018;Member;;;FALSE
D4NG3R (Member Turkey);01/01/2018;Member;;;FALSE
FelipeOwneD;01/01/2018;Member;;;FALSE
SaTaN;01/01/2018;Member;;;FALSE
GodzOmega;01/01/2018;Member;;;FALSE
Silence;01/01/2017;Member;;;FALSE
PretoFosco;01/01/2017;Member;;retorno2025;FALSE
Drawk;01/01/2018;Member;;;FALSE
Drak;01/01/2018;Member;;;FALSE
JrSouza;01/01/2018;Member;;;FALSE
xTheoS;01/01/2018;Officer;;"retorno2025,staff";FALSE
Bisso;01/01/2018;Member;;;FALSE
FelipeFTW;01/01/2018;Member;;;FALSE
Lukz;01/01/2018;Member;;;FALSE
Lesley;01/01/2019;Member;;;FALSE
Calvaney;01/01/2019;Member;;;FALSE
Cr0o0w;01/01/2019;Member;;;FALSE
JBarcelos;01/01/2019;Member;;;FALSE
Lilith / Negan;01/01/2019;Member;;retorno2025;FALSE
DontCry - Rei do camarote;01/01/2019;Member;;retorno2025;FALSE
CROMO;01/01/2019;Member;;retorno2025;FALSE
ZineS;01/01/2019;Member;;retorno2025;FALSE
SPAWN;01/01/2019;Member;;retorno2025;FALSE
xAngelS2;01/01/2019;Member;;;FALSE
Pollux;01/01/2019;Member;;;FALSE
Mulekinho / AugustoBS;01/01/2019;Member;;retorno2025;FALSE
Aiolia / Guizadin;01/01/2019;Member;;;FALSE
EvilRyu;01/01/2019;Member;;;FALSE
JJ - Geral Junto;01/01/2019;Member;;retorno2025;FALSE
xFerefoX;01/01/2019;Member;;;FALSE
RoseRoze;01/01/2019;Member;;retorno2025;FALSE
Crazy;01/01/2019;Member;;;FALSE
DyckVigarista;01/01/2019;Member;;;FALSE
Badolati;01/01/2019;Member;;;FALSE
Chronoton;01/01/2019;Member;;;FALSE
NOA;01/01/2019;Member;;;FALSE
SmokingWeeD / BiO;01/01/2019;Member;;retorno2025;FALSE
zFIRE;01/01/2019;Member;;;FALSE
iHardBooy;01/01/2019;Member;;;FALSE
Polowhith;01/01/2020;Member;;;FALSE
Wolfmanx;01/01/2020;Member;;;FALSE
iNone;01/01/2020;Member;;;FALSE
OverDose;01/01/2020;Member;;;FALSE
BORCEM;01/01/2020;Member;;;FALSE
xCecilioN;01/01/2020;Member;;;FALSE
Liite;01/01/2020;Member;;retorno2025;FALSE
Berthold;01/01/2020;Member;;retorno2025;FALSE
ThuNer;01/01/2020;Member;;retorno2025;FALSE
Dropnifico;01/01/2020;Member;;;FALSE
iGHOST (Primo do Woolf);01/01/2020;Member;;;FALSE
Woolf (Primo do GHOST);01/01/2020;Member;;;FALSE
xTilapinhA aka Tilapica;01/01/2020;Member;;;FALSE
Ascent / Fuark;01/01/2020;Member;;;FALSE
Sam;01/01/2020;Member;;;FALSE
Steeler;01/01/2021;Member;;retorno2025;FALSE
MotoBoy;01/01/2021;Member;;retorno2025;FALSE
zMenta;01/01/2021;Member;;retorno2025;FALSE
NewSkyline;01/01/2021;Member;;retorno2025;FALSE
PobreLoko;01/01/2021;Member;;retorno2025;FALSE
LordBeerus;01/01/2021;Member;;retorno2025;FALSE
THORMENTTOR;01/01/2021;Member;;retorno2025;FALSE
TomRiddle;01/01/2021;Member;;;FALSE
WeeD;01/01/2021;Member;;retorno2025;FALSE
JigSaw;01/01/2021;Member;;retorno2025;FALSE
TiuzaoT - GodHares;01/01/2021;Member;;;FALSE
BL0CK;01/01/2021;Member;;;FALSE
Zekk;01/01/2021;Member;;retorno2025;FALSE
Carrara;01/01/2021;Member;;;FALSE
Brandão - Cantor;01/01/2021;Member;;;FALSE
SrZé;01/01/2022;Member;;;FALSE
Mattz;01/01/2022;Member;;;FALSE
Samuhell;01/01/2022;Member;;;FALSE
Skywalker;01/01/2022;Member;;;FALSE
NGWolf;01/01/2022;Member;;;FALSE
Ruby;01/01/2022;Member;;retorno2025;FALSE
Scarface;01/01/2022;Member;;retorno2025;FALSE
MagnetO;01/01/2022;Member;;retorno2025;FALSE
RP;01/01/2022;Member;;;FALSE
Eduh;01/01/2022;Member;;;FALSE
Hungria;01/01/2022;Member;;;FALSE
tkS;01/01/2022;Member;;retorno2025;FALSE
Blackoutz;01/01/2022;Member;;;FALSE
Niau;01/01/2022;Member;;;FALSE
zMizu;01/01/2022;Member;;retorno2025;FALSE
BlackShot;01/01/2022;Member;;;FALSE
zPandrex;01/01/2022;Member;;retorno2025;FALSE
PerturbadA;01/01/2022;Member;;;FALSE
Xegey;01/01/2022;Member;;;FALSE
TrOjaN;01/01/2022;Member;;;FALSE
AnjoCaido;01/01/2022;Member;;;FALSE
Marley;01/01/2022;Member;;;FALSE
Frenético;01/01/2023;Member;;;FALSE
Tijolinho / Negriodas;01/01/2023;Member;;retorno2025;FALSE
Cursed;01/01/2023;Member;;;FALSE
AkumaDK;01/01/2023;Member;;;FALSE
Legalize;01/01/2023;Member;;;FALSE
VictorPimenta;01/01/2023;Member;;retorno2025;FALSE
xBeast;01/01/2023;Member;;;FALSE
SharmOnYou;01/01/2023;Member;;;FALSE
Maythe;01/01/2023;Member;;;FALSE
Meteora;01/01/2024;Member;;;FALSE
Marafiga;01/01/2024;Member;;;FALSE
LordDark;01/01/2024;Member;;;FALSE
DarkAngel;01/01/2024;Member;;;FALSE
Zeca;01/01/2024;Member;;;FALSE
Eterno;01/01/2024;Member;;;FALSE
Dogao / Haru;05/12/2025;Member;;retorno2025;FALSE
Maxix;05/12/2025;Member;;retorno2025;FALSE
Inseticida;01/01/2026;Member;;default;FALSE
